split,threshold,candidate_topk,fixed,harmed,net,switches,stateroll_only_recovered,bsl_top1,selector_top1,gate_selected,gate_rule,method,harmed_budget,w_bce,w_rank,w_raw
splitA_train42_44_val45_47,-3.20081,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,0,0.5,0.0,0.5
splitA_train42_44_val45_47,-3.20081,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,1,0.5,0.0,0.5
splitA_train42_44_val45_47,-3.20081,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,2,0.5,0.0,0.5
splitA_train42_44_val45_47,-3.20081,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,3,0.5,0.0,0.5
splitA_train42_44_val45_47,-2.20803,1,6,1,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.20803,1,6,1,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.20803,1,6,1,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.20803,1,6,1,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.236721,2,7,2,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.236721,2,7,2,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.236721,2,7,2,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.236721,2,7,2,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.261174,3,4,1,3,30,3,82.0,83.0,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.261174,3,4,1,3,30,3,82.0,83.0,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.261174,3,4,1,3,30,3,82.0,83.0,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.261174,3,4,1,3,30,3,82.0,83.0,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.278191,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.278191,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.278191,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.0
splitA_train42_44_val45_47,-2.278191,5,6,1,5,30,4,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.0
splitA_train42_44_val45_47,-4.532481,1,7,1,6,30,4,82.0,84.0,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.532481,1,7,1,6,30,4,82.0,84.0,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.532481,1,7,1,6,30,4,82.0,84.0,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.532481,1,7,1,6,30,4,82.0,84.0,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.556354,2,5,2,3,30,4,82.0,83.0,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.556354,2,5,2,3,30,4,82.0,83.0,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.556354,2,5,2,3,30,4,82.0,83.0,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.556354,2,5,2,3,30,4,82.0,83.0,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.582039,3,5,1,4,30,3,82.0,83.33333333333334,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.582039,3,5,1,4,30,3,82.0,83.33333333333334,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.582039,3,5,1,4,30,3,82.0,83.33333333333334,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.582039,3,5,1,4,30,3,82.0,83.33333333333334,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.593923,5,7,1,6,30,5,82.0,84.0,30,fp_le_3_max30,ensemble,0,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.593923,5,7,1,6,30,5,82.0,84.0,30,fp_le_3_max30,ensemble,1,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.593923,5,7,1,6,30,5,82.0,84.0,30,fp_le_3_max30,ensemble,2,0.5,0.5,0.5
splitA_train42_44_val45_47,-4.593923,5,7,1,6,30,5,82.0,84.0,30,fp_le_3_max30,ensemble,3,0.5,0.5,0.5
splitA_train42_44_val45_47,-3.488034,1,7,2,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,0,0.5,1.0,0.0
splitA_train42_44_val45_47,-3.488034,1,7,2,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,1,0.5,1.0,0.0
splitA_train42_44_val45_47,-3.488034,1,7,2,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,2,0.5,1.0,0.0
splitA_train42_44_val45_47,-3.488034,1,7,2,5,30,5,82.0,83.66666666666667,30,fp_le_3_max30,ensemble,3,0.5,1.0,0.0
